id,fresh,rotten,% Positive,year,rating,genre,director,theater_date,dvd_date,box_office,runtime,studio
1541,149,59,71.63,2004,PG,Action and Adventure|Comedy|Kids and Family,Marc Forster,2018,2018,,,Walt Disney Pictures
1542,7,68,9.33,2002,R,Horror|Mystery and Suspense,Jonathan Liebesman,2006,2007,"39,418,953",84 minutes,New Line Cinema
1545,106,81,56.68,2000,PG-13,Drama|Musical and Performing Arts,Joe Wright,2009,2009,"31,670,931",117 minutes,Dreamworks/Paramount
1547,0,2,0.0,2000,PG,Drama|Mystery and Suspense,Andrew Birkin,,,,107 minutes,
1549,44,0,100.0,2011,NR,Art House and International|Classics|Drama,,1959,1998,,97 minutes,
1554,11,52,17.46,2003,G,Kids and Family|Musical and Performing Arts,Britt Allcroft,2000,2000,"2,027,042",95 minutes,Destination Films
1555,19,0,100.0,2002,G,Classics|Comedy|Musical and Performing Arts|Western,Elliot Silverstein|Elliott Silverstein,1965,2000,,97 minutes,
1561,184,22,89.32,2000,R,Comedy,Edgar Wright,2013,2013,"33,408,732",109 minutes,Focus Features
1564,59,42,58.42,2000,PG-13,Comedy,Nicholas Jasenovec,2009,2009,"1,149,350",89 minutes,Overture Films
1568,2,1,66.67,2000,R,Action and Adventure|Western,Sergio Sollima,1966,2013,,84 minutes,
1570,2,1,66.67,2000,PG,Drama|Science Fiction and Fantasy,Fred Schepisi,1984,2004,,101 minutes,
1572,14,2,87.5,2000,PG,Drama|Musical and Performing Arts,Michael Apted,1980,2003,,125 minutes,
1574,58,48,54.72,2000,R,Comedy,Maggie Carey,2013,2013,"3,400,000",104 minutes,CBS Films
1576,23,20,53.49,1997,R,Documentary|Drama,David Veloz,1998,1999,,88 minutes,Artisan
1577,17,0,100.0,2017,PG,Drama|Musical and Performing Arts,Steve Rash,1978,1999,,113 minutes,
1579,127,5,96.21,2005,R,Drama,,2018,2018,,104 minutes,Sony Pictures Classics
1581,1,3,25.0,2002,NR,Art House and International|Drama|Horror|Mystery and Suspense,Carl Bessai,,,,85 minutes,Film Sales Company
1583,1,0,100.0,2016,G,Art House and International|Drama,Casper Wrede|Caspar Wrede,,,,100 minutes,
1585,115,54,68.05,2006,PG-13,Comedy|Romance,Andrew Tennant|Andy Tennant,2005,2005,"177,575,142",120 minutes,Sony Pictures
1586,6,19,24.0,2004,R,Drama|Mystery and Suspense,Joseph Ruben,1993,2004,,87 minutes,
1588,136,45,75.14,2007,PG-13,Action and Adventure|Drama|Mystery and Suspense,Christopher Nolan,2006,2007,"53,100,000",130 minutes,
1593,19,94,16.81,2004,PG-13,Action and Adventure|Science Fiction and Fantasy,Breck Eisner,2015,2016,,105 minutes,Summit Entertainment.
1597,8,14,36.36,2002,R,Action and Adventure|Comedy|Horror|Romance,John Landis,1992,1999,,113 minutes,
1598,18,105,14.63,2014,PG-13,Action and Adventure|Drama|Mystery and Suspense,,2008,2009,"40,632,110",100 minutes,20th Century Fox
1599,0,1,0.0,2014,NR,Art House and International|Horror|Mystery and Suspense,Lucio Fulci,1987,2001,,85 minutes,
1601,161,24,87.03,2013,PG,Action and Adventure|Animation|Kids and Family,Gore Verbinski,2011,2011,"123,188,232",107 minutes,Paramount Pictures
1602,39,37,51.32,2013,PG,Drama|Musical and Performing Arts|Faith and Spirituality,Kasi Lemmons,2013,2014,"4,894,004",92 minutes,Fox Searchlight
1603,0,3,0.0,2013,R,Drama,John Byrum,,,,100 minutes,
1604,1,1,50.0,2013,G,Animation|Art House and International|Kids and Family,Alan Bunce,1989,2004,,75 minutes,
1606,89,23,79.46,2013,R,Art House and International|Drama,Gus Van Sant,2007,2008,"241,672",84 minutes,IFC First Take
1608,33,76,30.28,2013,PG-13,Action and Adventure|Drama,,2004,2005,"20,900,803",112 minutes,20th Century Fox
1610,52,14,78.79,2013,R,Comedy|Drama,,2003,2003,,113 minutes,Lions Gate Films
1611,50,16,75.76,2012,PG-13,Art House and International|Drama|Mystery and Suspense|Romance,Julian Jarrold,2015,2016,"1,626,909",97 minutes,
1612,3,3,50.0,2011,PG-13,Comedy|Romance,Andrew Gallerani,1997,2000,,104 minutes,
1614,0,3,0.0,2010,NR,Documentary|Special Interest,Brent Leung,,,,89 minutes,Knowledge Matters
1618,145,19,88.41,2008,PG-13,Action and Adventure|Art House and International|Drama,Yimou Zhang,2004,2005,"10,928,042",119 minutes,Sony Pictures Classics
1620,14,11,56.0,2006,R,Action and Adventure|Anime and Manga|Art House and International|Science Fiction and Fantasy,Shinsuke Sato,2002,2003,,92 minutes,ADV Films
1622,26,6,81.25,2005,PG,Art House and International|Documentary|Faith and Spirituality,Nati Baratz,2009,2009,,102 minutes,Ocilloscope Pictures
1623,28,4,87.5,2004,R,Comedy|Drama,Vondie Curtis-Hall,1997,1997,,91 minutes,
1627,31,16,65.96,2003,R,Drama|Mystery and Suspense,Spike Lee,1995,1999,,129 minutes,
1628,15,6,71.43,2003,R,Comedy|Drama|Romance,Luis Mandoki,1994,2000,,124 minutes,
1630,4,4,50.0,2001,NR,Classics|Comedy|Romance,Paul Wendkos,1959,2004,,95 minutes,
1632,9,21,30.0,2000,R,Drama|Mystery and Suspense,Gary Fleder,1997,1998,,117 minutes,
1633,6,0,100.0,2000,NR,Art House and International|Drama,Tian Zhuangzhuang,1986,1991,,88 minutes,
1636,9,5,64.29,2000,PG,Drama|Special Interest|Sports and Fitness,Charles Sturridge,1994,2006,,112 minutes,
1638,45,71,38.79,2000,R,Comedy|Mystery and Suspense|Romance,Michael Lehmann,2002,2002,,95 minutes,Miramax Films
1639,7,8,46.67,2000,NR,Art House and International|Drama,Jeanne Labrune,2011,2012,"8,856",95 minutes,First Run Features
1640,0,1,0.0,2000,PG-13,Comedy,Deborah Brock,1991,1991,,94 minutes,
1641,0,5,0.0,2000,PG,Action and Adventure|Comedy|Kids and Family,Sean McNamara,1998,2001,,93 minutes,
1643,5,42,10.64,2000,R,Action and Adventure|Science Fiction and Fantasy,Douglas Aarniokoski,2000,2001,,85 minutes,Miramax Films
1644,22,7,75.86,2000,PG-13,Action and Adventure|Drama|Western,Lawrence Kasdan,1985,1999,"33,200,000",133 minutes,
1645,11,1,91.67,2000,R,Drama|Mystery and Suspense,David Mackenzie,2016,2016,"26,973,524",102 minutes,Film 44
1646,200,18,91.74,2000,R,Drama,Alexander Payne,2013,2014,"11,348,612",115 minutes,Paramount Pictures
1647,31,6,83.78,2005,PG,Action and Adventure|Classics|Drama|Mystery and Suspense,Terence Young,1965,1999,,125 minutes,
1650,0,1,0.0,2003,NR,Science Fiction and Fantasy,Terry Marcel,,,,94 minutes,
1651,30,1,96.77,2002,R,Art House and International|Drama,Atom Egoyan,1994,1999,,104 minutes,
1654,1,0,100.0,2018,PG,Action and Adventure|Drama|Mystery and Suspense,Gordon Douglas,,,,83 minutes,
1656,18,9,66.67,2018,R,Drama,Frank Whaley,1999,2000,,101 minutes,
1657,4,1,80.0,2018,NR,Action and Adventure,Dante Lam,2018,2018,"1,526,248",141 minutes,
1659,3,0,100.0,2017,NR,Mystery and Suspense,Jean Negulesco,,,,95 minutes,
1660,0,1,0.0,2017,NR,Science Fiction and Fantasy,David MacDonald,1955,2001,,76 minutes,
1661,19,10,65.52,2017,NR,Art House and International|Drama,,2000,2003,,97 minutes,
1665,35,22,61.4,2014,R,Action and Adventure|Comedy,Mark Neveldine|Brian Taylor,2009,2009,"13,630,226",85 minutes,Lionsgate
1667,21,5,80.77,2014,PG-13,Comedy|Horror|Science Fiction and Fantasy,Thom Eberhardt,1984,2007,,95 minutes,
1669,75,10,88.24,2014,R,Drama,Matthew Heineman,,,,106 minutes,Aviron Pictures
1672,17,1,94.44,2014,NR,Classics|Comedy|Western,George Marshall,1939,2003,,94 minutes,
1673,9,19,32.14,2014,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,,1997,1998,,106 minutes,
1674,23,9,71.88,2014,NR,Documentary|Special Interest,Leslie Cockburn,,,,89 minutes,Argot Pictures
1677,75,54,58.14,2014,PG,Comedy|Drama|Kids and Family,Tim McCanlies,2003,2004,"41,407,470",107 minutes,New Line Cinema
1678,2,2,50.0,2014,PG,Action and Adventure|Drama|Mystery and Suspense,Jerry Jameson,1977,1998,,114 minutes,
1679,1,1,50.0,2014,NR,Horror,,,,,97 minutes,
1680,60,4,93.75,2014,R,Drama,Josh Mond,2015,2016,"101,368",85 minutes,The Film Arcade
1682,25,82,23.36,2014,PG-13,Drama,Clint Eastwood,2018,2018,"35,003,216",120 minutes,
1684,2,6,25.0,2014,PG,Comedy,Alan Metter,1985,2005,,90 minutes,
1685,66,56,54.1,2014,R,Drama|Mystery and Suspense,Nick Cassavetes,2007,2007,"15,133,185",118 minutes,Universal Studios
1686,22,40,35.48,2014,PG-13,Action and Adventure|Comedy,Les Mayfield,1999,2000,,90 minutes,Sony Pictures Home Entertainment
1689,5,1,83.33,2014,NR,Classics|Drama,Carol Reed,1965,2005,,140 minutes,
1690,85,39,68.55,2014,PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,Ron Clements|John Musker,2002,2003,"38,120,554",95 minutes,Buena Vista Distribution Compa
1691,51,47,52.04,2014,R,Drama|Science Fiction and Fantasy,Mike Cahill,2014,2014,,107 minutes,Fox Searchlight
1692,0,1,0.0,2014,PG,Classics|Drama|Musical and Performing Arts,Claude Whatham,1973,2000,,90 minutes,
1695,136,35,79.53,2014,PG-13,Action and Adventure|Drama|Mystery and Suspense,Paul Greengrass,2004,2004,"176,049,130",108 minutes,Universal Pictures
1696,2,0,100.0,2014,R,Art House and International|Comedy|Drama,Paolo Taviani|Vittorio Taviani,1984,2008,,188 minutes,
1698,7,17,29.17,2014,PG,Comedy|Kids and Family,,1993,2003,,94 minutes,
1699,2,11,15.38,2014,G,Animation|Comedy|Kids and Family,Phil Roman,1992,2002,,80 minutes,
1700,1,1,50.0,2014,NR,Drama,Loc Do,,,,119 minutes,
1701,1,2,33.33,2014,R,Action and Adventure|Drama|Mystery and Suspense,Scott Reynolds,2002,2002,,105 minutes,
1702,29,8,78.38,2014,PG-13,Documentary|Drama,Robert Towne,1998,1999,,119 minutes,
1703,19,3,86.36,2013,PG,Art House and International|Classics|Drama,Akira Kurosawa,1980,2005,,179 minutes,
1704,225,26,89.64,2013,PG-13,Drama|Mystery and Suspense,Morten Tyldum,2014,2015,,114 minutes,The Weinstein Company
1707,25,89,21.93,2013,PG-13,Action and Adventure|Mystery and Suspense,John Stockwell,2005,2005,"18,472,363",110 minutes,Sony Pictures
1714,4,2,66.67,2013,NR,Drama,Anahita Ghazvinizadeh,,,,80 minutes,
1720,8,13,38.1,2013,R,Action and Adventure,John Badham,1994,1999,,101 minutes,
1721,161,9,94.71,2013,R,Comedy|Drama,Kelly Fremon Craig,2016,2017,"14,260,193",98 minutes,STX Entertainment
1722,127,38,76.97,2013,PG-13,Action and Adventure|Drama|Mystery and Suspense,Justin Lin,2011,2011,"209,805,005",131 minutes,Universal Pictures
1723,0,1,0.0,2013,NR,Action and Adventure|Kids and Family,Karl Zwicky,,,,83 minutes,
1724,28,18,60.87,2013,R,Action and Adventure|Mystery and Suspense,Lee Tamahori,1997,1999,,117 minutes,
1727,1,0,100.0,2013,NR,Western,Joseph Santley,,,,71 minutes,
1729,7,11,38.89,2013,PG-13,Action and Adventure|Art House and International|Classics|Drama,Ridley Scott,1992,2002,,142 minutes,
1730,39,13,75.0,2013,PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy,John Pasquin,1994,1998,,97 minutes,
1731,1,8,11.11,2013,R,Horror,Philippe Mora,1982,2001,,90 minutes,
1732,11,2,84.62,2013,R,Action and Adventure|Drama,Peter Medak,1990,1991,,119 minutes,
1734,0,1,0.0,2013,NR,Classics|Drama|Musical and Performing Arts,George Cukor,1962,2012,,125 minutes,
1735,2,0,100.0,2013,NR,Art House and International|Drama,Alain Tanner,1983,1992,,108 minutes,
1737,1,1,50.0,2013,R,Horror,Robert Deubel,,,,96 minutes,
1739,18,1,94.74,2013,NR,Documentary|Drama|Special Interest,Jayne Loader|Kevin Rafferty|Pierce Rafferty,1982,2002,,88 minutes,
1740,3,21,12.5,2013,R,Action and Adventure,John Gray,1996,1997,,91 minutes,
1741,1,7,12.5,2013,PG-13,Action and Adventure|Art House and International|Comedy|Drama,Jim Goddard,1986,2003,,90 minutes,
1744,9,96,8.57,2013,PG-13,Classics|Drama,,2003,2003,"12,900,000",229 minutes,Warner Bros. Pictures
1745,1,0,100.0,2013,PG,Comedy|Drama,,1982,2006,,110 minutes,
1746,13,1,92.86,2013,NR,Art House and International|Drama|Special Interest,Sergei Parajanov,1980,2005,,90 minutes,
1749,15,10,60.0,2013,PG-13,Drama|Mystery and Suspense|Romance,Jon Amiel,1993,1999,,114 minutes,
1750,113,31,78.47,2013,R,Comedy|Drama,David Fincher,1999,2000,,139 minutes,20th Century Fox
1751,106,22,82.81,2013,R,Comedy|Drama,Neil LaBute,2000,2001,,108 minutes,USA Films
1752,8,4,66.67,2013,R,Drama|Mystery and Suspense,Peter Hyams,1983,2005,,149 minutes,
1756,3,0,100.0,2013,NR,Art House and International|Drama,Nagisa Oshima,,,,107 minutes,
1757,17,29,36.96,2013,PG-13,Drama|Musical and Performing Arts|Romance,Trish Sie,2014,2014,"13,617,501",112 minutes,Lionsgate
1758,33,76,30.28,2013,PG-13,Action and Adventure|Drama,,2004,2005,"20,900,803",112 minutes,20th Century Fox
1760,20,28,41.67,2009,PG,Comedy|Kids and Family,Joe Pytka,1996,1997,,88 minutes,
1762,70,49,58.82,2007,PG-13,Drama,Jake Schreier,2015,2015,,109 minutes,20th Century Fox
1763,0,1,0.0,2006,R,Action and Adventure|Science Fiction and Fantasy,Stephen Norrington,1994,2000,,120 minutes,
1765,6,33,15.38,2004,R,Comedy|Horror,Rodman Flender,1999,2001,,92 minutes,
1767,87,44,66.41,2003,R,Comedy|Drama|Horror|Mystery and Suspense,Mary Harron,2000,2000,,97 minutes,Lions Gate Films
1769,7,8,46.67,2002,PG,Comedy|Science Fiction and Fantasy,Rod Daniel,1985,2014,,92 minutes,
1771,8,1,88.89,2000,NR,Action and Adventure|Drama,Fritz Lang,1955,1992,,89 minutes,
1772,1,3,25.0,2000,R,Horror|Science Fiction and Fantasy|Television|Romance,Sebastian Gutierrez,2001,2002,,89 minutes,
1773,5,7,41.67,2000,PG-13,Comedy,Paul Mazursky,1988,2004,,104 minutes,
1774,19,5,79.17,2000,NR,Art House and International|Drama,Jae-eun Jeong,2002,2004,,112 minutes,Kino International
1775,88,18,83.02,2000,R,Action and Adventure|Comedy|Drama,Kasi Lemmons,2007,2007,"4,436,352",118 minutes,Focus Features
1776,6,2,75.0,2000,R,Comedy|Drama,Paul Mazursky,1976,2005,,111 minutes,
1777,241,19,92.69,2000,R,Action and Adventure|Drama|Mystery and Suspense,Joel Coen|Ethan Coen,2007,2009,"74,223,625",122 minutes,Miramax Films
1781,11,9,55.0,2003,PG-13,Comedy|Drama|Musical and Performing Arts|Romance,Peter Bogdanovich,1993,2006,,116 minutes,
1785,38,75,33.63,1995,R,Action and Adventure|Horror|Mystery and Suspense,,2002,2002,"39,532,308",100 minutes,Columbia Tristar Pictures
1786,12,27,30.77,1995,R,Art House and International|Drama|Mystery and Suspense|Romance,Peter Sehr,2003,2003,,110 minutes,Kino International
1788,133,30,81.6,2018,PG,Drama|Romance,Jane Campion,2009,2010,"4,341,275",119 minutes,Apparition Films
1789,13,27,32.5,2018,R,Drama,Adrian Lyne,1993,2002,,117 minutes,
1790,12,5,70.59,2018,R,Comedy|Drama,Paul Bogart,1988,2004,,126 minutes,
1793,74,17,81.32,2018,R,Action and Adventure|Comedy|Drama,Jim Jarmusch,2000,2000,,116 minutes,Artisan Entertainment
1795,3,2,60.0,2018,PG,Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense,,1967,2000,,112 minutes,
1798,21,28,42.86,2016,PG,Animation|Comedy|Kids and Family,Ash Brannon,2017,2017,"9,404,922",80 minutes,Summit Premiere
1799,0,1,0.0,2015,NR,Drama,Mitchell Leisen,,,,85 minutes,
1800,94,16,85.45,2014,R,Comedy|Drama|Musical and Performing Arts,Stephen Daldry,2000,2001,,110 minutes,
1801,90,34,72.58,2013,PG-13,Drama,Peter Weir,2011,2011,"2,500,000",133 minutes,
1803,20,13,60.61,2013,PG-13,Comedy|Drama,Jocelyn Moorhouse,1995,1999,,117 minutes,
1804,4,12,25.0,2013,PG-13,Comedy|Science Fiction and Fantasy|Romance,Terry Hughes,1991,2001,,104 minutes,
1807,4,6,40.0,2013,R,Art House and International|Comedy|Drama|Romance,Damian Harris|Damien Harris,1989,2003,,92 minutes,
1808,145,32,81.92,2013,R,Action and Adventure|Drama,Sean Penn,2007,2008,"18,173,360",148 minutes,Paramount Vantage
1809,5,4,55.56,2013,R,Comedy|Horror,Larry Cohen,,,,95 minutes,
1812,1,2,33.33,2013,PG,Action and Adventure|Comedy,,1984,1998,,114 minutes,
1813,1,6,14.29,2013,G,Drama|Horror|Science Fiction and Fantasy,Kinji Fukasaku,1969,1991,,90 minutes,
1814,34,3,91.89,2013,NR,Art House and International|Comedy|Drama|Romance,Lukas Moodysson,1999,2000,,89 minutes,
1816,48,7,87.27,2013,PG-13,Comedy|Drama,Robert Altman,1999,2001,,118 minutes,
1819,47,29,61.84,2013,PG-13,Action and Adventure|Science Fiction and Fantasy,Steven Spielberg,2018,2018,,140 minutes,Warner Bros. Pictures
1821,2,1,66.67,2013,NR,Art House and International|Comedy|Drama,Roman Bondarchuk,,,,,
1822,121,4,96.8,2013,PG-13,Art House and International|Documentary,James Marsh,2011,2012,"410,077",99 minutes,Roadside Attractions
1825,6,6,50.0,2013,NR,Drama|Science Fiction and Fantasy,William Eubank,,,,90 minutes,
1826,17,22,43.59,2013,PG,Action and Adventure|Drama|Mystery and Suspense,John Glen,1983,2000,,131 minutes,
1828,1,1,50.0,2013,NR,Art House and International|Drama|Romance,Heiner Carow,1991,2000,,108 minutes,
1830,2,1,66.67,2013,NR,Documentary|Special Interest|Sports and Fitness,Judd Ehrlich,2008,2008,,95 minutes,Screen Media Films
1832,82,25,76.64,2013,R,Drama,Danny Boyle,2017,2017,"2,395,410",118 minutes,TriStar Pictures
1834,24,43,35.82,2013,R,Drama|Science Fiction and Fantasy,Kurt Wimmer,2002,2003,,106 minutes,Miramax Films
1835,16,3,84.21,2013,R,Comedy|Drama,Paddy Breathnach,1998,1998,,105 minutes,
1837,70,55,56.0,2013,PG,Drama|Romance,Julian Jarrold,2007,2008,"18,602,895",120 minutes,Miramax Films
1839,12,5,70.59,2013,PG,Documentary,Lucy Walker,2017,2017,"118,253",111 minutes,
1840,25,22,53.19,2013,R,Drama|Romance,Bernardo Bertolucci,1996,2002,,118 minutes,
1841,42,14,75.0,2013,R,Action and Adventure|Drama|Mystery and Suspense,James Mangold,1997,2001,,105 minutes,Miramax
1843,16,74,17.78,2013,PG-13,Art House and International|Comedy|Drama,John Schlesinger,2000,2005,,108 minutes,Paramount Home Video
1844,131,44,74.86,2013,R,Comedy|Drama,Trey Parker,2004,2005,"32,700,000",97 minutes,Paramount Pictures
1845,1,11,8.33,2013,R,Drama|Mystery and Suspense,James Cox,2018,2018,,100 minutes,
1847,11,0,100.0,2013,NR,Classics|Musical and Performing Arts|Western,George Sidney,1950,2001,,107 minutes,
1848,44,7,86.27,2013,R,Action and Adventure|Art House and International|Drama|Mystery and Suspense|Science Fiction and Fantasy|Special Interest,Darren Aronofsky,1998,1999,,85 minutes,
1850,3,3,50.0,2012,PG-13,Drama,Michael Rhodes,1996,2005,,112 minutes,
1851,1,0,100.0,2012,NR,Animation|Special Interest,John Hubley|Faith Hubley,,,,72 minutes,
1853,4,17,19.05,2012,PG-13,Comedy,Sam Weisman,1994,2005,,106 minutes,
1857,82,51,61.65,2012,R,Action and Adventure|Mystery and Suspense,David Twohy,2009,2009,"15,536,310",97 minutes,Universal Pictures
1858,0,2,0.0,2012,G,Classics|Comedy|Musical and Performing Arts|Romance,Boris Sagal,,,,96 minutes,
1859,25,65,27.78,2012,R,Action and Adventure|Drama,Andrzej Bartkowiak,2003,2003,"34,600,000",99 minutes,Warner Bros.
1860,12,1,92.31,2012,NR,Classics|Western,Sam Peckinpah,,,,94 minutes,
1861,3,4,42.86,2012,R,Art House and International|Horror|Science Fiction and Fantasy,Harry Bromley Davenport,1983,2005,,80 minutes,
1862,2,27,6.9,2012,PG-13,Drama|Musical and Performing Arts|Special Interest,Benson Lee,2013,2013,"8,888,355",109 minutes,Sony Pictures
1863,1,1,50.0,2012,NR,Comedy|Drama,Gerald Thomas,,,,86 minutes,
1864,9,9,50.0,2012,NR,Drama,Jackie Earle Haley,2015,2016,,94 minutes,
1865,99,50,66.44,2012,R,Drama,Craig Brewer,2007,2007,"9,262,318",115 minutes,Paramount Vantage
1866,14,1,93.33,2012,NR,Classics|Comedy|Drama|Romance,David Lean,1955,1998,,98 minutes,
1867,18,2,90.0,2012,G,Action and Adventure|Classics|Drama|Western,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,1963,2006,,180 minutes,
1870,10,19,34.48,2012,R,Horror,Steve Miner,1981,2006,,87 minutes,
1871,5,8,38.46,2012,R,Drama,Francis Ford Coppola,1987,2002,,112 minutes,
1873,3,6,33.33,2012,R,Horror,,1983,2000,,90 minutes,
1876,1,1,50.0,2012,NR,Art House and International|Drama,Ann Hui,2003,2002,,103 minutes,
1877,82,119,40.8,2012,PG-13,Action and Adventure|Comedy|Drama,Peter Berg,2008,2008,"227,946,274",92 minutes,Columbia Pictures
1880,6,7,46.15,2012,R,Horror|Mystery and Suspense,Kevin Tenney,1986,2004,,98 minutes,Cinema Group
1881,33,57,36.67,2012,PG,Comedy|Drama|Science Fiction and Fantasy,Chris Columbus,1999,2002,,131 minutes,Buena Vista Pictures
1882,158,18,89.77,2012,PG,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,Phil Johnston|Rich Moore,,,,114 minutes,Walt Disney Animation Studios
1884,22,52,29.73,2012,PG-13,Comedy,David Zucker,2006,2006,"90,672,025",83 minutes,Weinstein Co.
1885,5,2,71.43,2012,NR,Action and Adventure|Science Fiction and Fantasy,Nathan Juran,1964,2002,,103 minutes,
1886,58,3,95.08,2012,PG,Action and Adventure|Drama,Ron Howard,1995,2004,,140 minutes,Universal Pictures
1889,9,1,90.0,2012,PG,Drama,Milos Forman,1981,2004,,155 minutes,
1890,152,33,82.16,2012,R,Animation|Comedy,Conrad Vernon|Greg Tiernan,2016,2016,"97,661,826",89 minutes,Sony Pictures
1891,7,0,100.0,2012,NR,Action and Adventure|Art House and International|Drama,Seijun Suzuki,1966,1999,,89 minutes,
1892,69,2,97.18,2012,PG,Action and Adventure|Drama|Mystery and Suspense,Steven Spielberg,1975,2000,,124 minutes,Universal Pictures
1894,13,5,72.22,2012,R,Art House and International|Drama|Romance,Karel Reisz,1981,2001,,127 minutes,
1897,0,1,0.0,2012,NR,Comedy,Jonah Tulis,,,,92 minutes,Gravitas
1898,13,26,33.33,2012,R,Action and Adventure|Art House and International|Drama,Daniel Lee,2015,2015,"72,413",103 minutes,
1899,42,9,82.35,2012,PG,Comedy|Horror|Science Fiction and Fantasy,Tim Burton,1988,1997,,93 minutes,
1902,1,0,100.0,2012,NR,Horror|Mystery and Suspense,Robert Day,1958,1998,,78 minutes,
1903,4,27,12.9,2012,R,Action and Adventure|Science Fiction and Fantasy,Simon Hunter,2008,2009,,111 minutes,Magnolia Pictures
1905,20,5,80.0,2012,R,Art House and International|Comedy|Drama,Jasmin Dizdar|Jasmine Bizdar,2000,2000,,109 minutes,
1907,55,77,41.67,2012,PG-13,Animation|Science Fiction and Fantasy,Hironobu Sakaguchi|Motonori Sakakibara|Jack Fletcher,2001,2001,,106 minutes,Columbia Pictures
1910,20,8,71.43,2012,R,Drama,Nadine Labaki,,,,123 minutes,Sony Pictures Classics
1911,12,5,70.59,2012,PG,Classics|Drama|Mystery and Suspense,Sidney Lumet,1971,2003,,95 minutes,
1912,2,26,7.14,2012,PG,Comedy,Bill Duke,1993,2001,,106 minutes,
1914,15,1,93.75,2012,R,Art House and International|Drama,,1994,1994,,115 minutes,
1922,10,70,12.5,2012,PG-13,Comedy,Keenen Ivory Wayans,2006,2006,"58,255,287",90 minutes,Sony Pictures Releasing
1923,4,8,33.33,2012,PG,Comedy|Drama|Science Fiction and Fantasy,,1988,2004,,116 minutes,
1927,28,26,51.85,2012,R,Drama|Horror|Mystery and Suspense|Romance,Paul Verhoeven,1992,1997,,127 minutes,
1929,74,5,93.67,2012,R,Drama|Musical and Performing Arts,Milos Forman,1984,1997,,158 minutes,Warner Bros. Pictures
1930,5,2,71.43,2012,PG,Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense,Guy Hamilton,1966,2001,,102 minutes,
1931,39,66,37.14,2012,PG-13,Drama,Peter Landesman,2017,2018,"766,428",,Sony Pictures Classics
1932,30,101,22.9,2012,PG-13,Comedy|Drama|Romance,Tom Dey,2006,2006,"88,658,172",96 minutes,Paramount Pictures
1935,107,77,58.15,2012,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Alex Proyas,2004,2004,"144,738,046",115 minutes,20th Century Fox
1938,2,0,100.0,2012,NR,Classics|Comedy|Musical and Performing Arts|Romance,Henry Koster,1961,2006,,133 minutes,
1940,33,66,33.33,2012,R,Comedy,Harald Zwart,2001,2001,"5,689,784",93 minutes,USA Films
1941,6,6,50.0,2012,R,Comedy|Drama|Faith and Spirituality,Nancy Savoca,1993,1994,,124 minutes,
1942,3,5,37.5,2012,NR,Comedy|Romance,Vishal Bhardwaj,2013,2013,,147 minutes,Fox International
1943,62,11,84.93,2012,R,Art House and International|Drama,,2003,2004,"2,646,396",94 minutes,Sony Pictures Classics
1944,87,102,46.03,2012,PG-13,Action and Adventure|Comedy|Science Fiction and Fantasy,Michel Gondry,2011,2011,"98,000,000",119 minutes,Sony Pictures
1946,27,61,30.68,2012,R,Horror|Mystery and Suspense,James Wong,2000,2000,,98 minutes,New Line Cinema
1947,41,29,58.57,2012,PG-13,Art House and International|Drama,Marleen Gorris,2001,2001,,108 minutes,Sony Pictures Classics
1949,4,7,36.36,2012,PG,Comedy|Romance,Barnet Kellman,1992,2003,,91 minutes,
1950,11,7,61.11,2012,R,Action and Adventure|Drama,Andrew Davis,1985,2000,,100 minutes,
1955,50,5,90.91,2012,PG-13,Drama|Romance,Clint Eastwood,1995,1997,,135 minutes,
1959,6,4,60.0,2012,R,Drama,Michael Winterbottom,1998,1999,,90 minutes,
1960,255,3,98.84,2012,PG-13,Drama,Ava DuVernay,2015,2015,,127 minutes,Paramount Pictures
1962,136,32,80.95,2012,PG-13,Comedy|Drama,Ridley Scott,2003,2004,"36,873,198",116 minutes,Warner Bros. Pictures
1965,15,14,51.72,2012,G,Animation|Kids and Family,Robert Ramirez,2004,2004,"2,782,548",73 minutes,Warner Bros. Pictures
1966,2,19,9.52,2012,PG-13,Comedy,Tom DeCerchio|Tom De Cerchio,1996,2002,,90 minutes,
1968,97,51,65.54,2012,PG,Comedy|Drama,Cameron Crowe,2011,2012,"72,700,000",126 minutes,20th Century Fox
1969,1,4,20.0,2012,PG,Action and Adventure|Comedy|Western,Melvin Frank,1976,2005,,104 minutes,
1970,2,12,14.29,2012,PG-13,Comedy,Greg Beeman,1988,2005,,90 minutes,
1972,9,22,29.03,2012,R,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Stephen Sommers,1998,1998,,106 minutes,
1975,2,1,66.67,2012,NR,Drama|Romance,Vikramaditya Motwane,2013,2015,"581,813",142 minutes,
1976,125,5,96.15,2012,NR,Action and Adventure|Art House and International,Ciro Guerra,2016,2016,"1,320,005",123 minutes,Buffalo Films
