id,fresh,rotten,% Positive,year,rating,genre,director,theater_date,dvd_date,box_office,runtime,studio
3,103,60,63.19,2017,R,Drama|Science Fiction and Fantasy,David Cronenberg,2012,2013,"600,000",108 minutes,Entertainment One
5,18,5,78.26,2017,R,Drama|Musical and Performing Arts,Allison Anders,1996,2000,,116 minutes,
6,32,25,56.14,2013,R,Drama|Mystery and Suspense,Barry Levinson,1994,1997,,128 minutes,
8,56,19,74.67,2013,PG,Drama|Kids and Family,Jay Russell,2000,2000,,95 minutes,Warner Bros. Pictures
10,50,58,46.3,2013,PG-13,Comedy,Jake Kasdan,2002,2002,"41,032,915",82 minutes,Paramount Pictures
13,61,34,64.21,2013,R,Drama,Ray Lawrence,2006,2007,"224,114",123 minutes,Sony Pictures Classics
14,6,36,14.29,2012,R,Drama,Taylor Hackford,2010,2010,"134,904",117 minutes,
15,10,35,22.22,2012,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Frank Marshall,1995,1999,,108 minutes,
17,66,20,76.74,2012,,,,,,,,
19,6,8,42.86,2012,NR,Documentary|Special Interest,,2002,2003,,90 minutes,Seventh Art Releasing
20,3,1,75.0,2012,PG-13,Classics|Comedy|Drama,William Friedkin,1968,2008,,97 minutes,
21,2,12,14.29,2012,R,Comedy,Peter Baldwin,1997,1999,,106 minutes,
23,213,20,91.42,2012,R,Drama,,2013,2014,"99,165,609",129 minutes,Sony Pictures
24,1,6,14.29,2012,PG,Action and Adventure|Comedy|Drama,Rick Rosenthal,1987,2005,,98 minutes,
25,4,33,10.81,2012,PG-13,Action and Adventure|Drama|Science Fiction and Fantasy,Carl Erik Rinsch,2013,2014,"20,518,224",127 minutes,Universal Pictures
26,75,43,63.56,2012,R,Art House and International|Comedy|Drama|Musical and Performing Arts,Jim Jarmusch,2004,2004,"1,971,135",96 minutes,MGM
28,0,1,0.0,2012,G,Classics|Comedy|Musical and Performing Arts|Romance,,1966,2003,,90 minutes,
33,17,10,62.96,2012,R,Action and Adventure|Drama|Mystery and Suspense,Keith Gordon,1996,2000,,114 minutes,
34,58,47,55.24,2012,PG-13,Action and Adventure|Mystery and Suspense,John Woo,2000,2000,,123 minutes,Paramount Pictures
35,35,9,79.55,2012,R,Drama,Michael Polish,1999,2000,,110 minutes,
38,1,4,20.0,2012,R,Art House and International|Classics|Horror|Mystery and Suspense,Roy Ward Baker,1970,2001,,96 minutes,
40,56,43,56.57,2012,R,Drama,John Sayles,2003,2004,"312,136",95 minutes,
41,80,3,96.39,2012,R,Drama,Ken Loach,2003,2003,"201,010",106 minutes,Lions Gate Films
43,8,2,80.0,2012,NR,Classics|Comedy|Musical and Performing Arts,William Wellman,,,,75 minutes,
44,7,5,58.33,2012,R,Comedy,Pauly Shore,2003,2005,,82 minutes,Regent Releasing
45,1,24,4.0,2012,PG,Comedy|Kids and Family,Steve Boyum,,,,92 minutes,
46,43,2,95.56,2012,R,Comedy|Musical and Performing Arts,Peter Cattaneo,1997,1999,,91 minutes,
49,1,4,20.0,2012,R,Action and Adventure|Comedy|Mystery and Suspense,Andy Sidaris,,,,100 minutes,
50,1,0,100.0,2012,R,Action and Adventure|Drama,Ivan Nagy,,,,99 minutes,
51,14,1,93.33,2012,NR,Mystery and Suspense,Terence Young,1967,2003,,108 minutes,
52,45,11,80.36,2012,PG,Comedy|Drama|Romance,Jon Turteltaub,1995,1998,,103 minutes,
54,95,11,89.62,2012,NR,Comedy|Drama,Paolo Sorrentino,2013,2014,,142 minutes,Janus Films
56,13,14,48.15,2012,R,Drama,Allen Hughes|Albert Hughes,1995,1998,,119 minutes,
57,182,14,92.86,2012,R,Comedy,,2012,2013,"132,088,910",122 minutes,The Weinstein Company
58,25,0,100.0,2012,PG,Comedy|Romance,Woody Allen,1984,2001,,86 minutes,
59,9,2,81.82,2012,NR,Art House and International|Drama,Yimou Zhang,,,,91 minutes,
60,0,4,0.0,2012,R,Horror,Bill Froehlich,1987,2001,,95 minutes,
61,37,46,44.58,2012,R,Action and Adventure|Drama|Horror|Mystery and Suspense,James Wong,2006,2006,"54,100,000",93 minutes,New Line Cinema
63,12,24,33.33,2012,R,Action and Adventure|Drama|Mystery and Suspense,,1997,1998,,111 minutes,
64,6,25,19.35,2012,PG-13,Comedy,Pat Proft,1998,1998,,86 minutes,
65,166,12,93.26,2012,PG,Comedy|Kids and Family|Romance,Kevin Lima,2007,2008,"127,706,877",108 minutes,Walt Disney Pictures
67,10,41,19.61,2012,R,Horror,Matt Bettinelli-Olpin|Tyler Gillett,2014,2014,,89 minutes,20th Century Fox
68,4,1,80.0,2012,NR,Classics|Drama,Anatole Litvak,1940,2006,,106 minutes,
70,62,4,93.94,2012,PG,Action and Adventure,Steven Spielberg,1981,2003,,115 minutes,Paramount Pictures
71,9,3,75.0,2012,PG,Comedy,Alan Alda,1986,2004,,107 minutes,
72,4,6,40.0,2012,R,Action and Adventure|Classics|Drama,Otto Preminger,1965,2001,,165 minutes,
74,4,0,100.0,2012,R,Comedy|Drama,Terry Jones,,,,104 minutes,
77,66,117,36.07,2012,PG-13,Comedy|Drama,Tom Hanks,2011,2011,"35,565,975",99 minutes,Universal Pictures
79,11,7,61.11,2012,R,Action and Adventure|Drama|Mystery and Suspense,James Gray,1995,1999,,98 minutes,
80,13,2,86.67,2012,NR,Action and Adventure|Art House and International|Drama,Werner Herzog,1987,2000,,110 minutes,
82,87,15,85.29,2012,R,Comedy|Mystery and Suspense|Science Fiction and Fantasy|Romance,Richard Kelly,2001,2002,,113 minutes,Newmarket Film Group
87,36,27,57.14,2012,PG,Art House and International|Drama|Musical and Performing Arts,Bruce Beresford,2010,2011,"4,806,750",117 minutes,Samuel Goldwyn Films
88,15,5,75.0,2012,R,Comedy|Romance,,1998,1998,,92 minutes,
92,9,2,81.82,2012,NR,Art House and International|Classics|Horror,John Gilling,1966,1999,,90 minutes,
93,29,1,96.67,2012,R,Classics|Comedy|Drama|Romance,Ernst Lubitsch,1939,2005,,110 minutes,
94,1,0,100.0,2012,R,Art House and International|Drama|Mystery and Suspense|Television,Cheryl Dunye,2001,2002,,90 minutes,
95,86,39,68.8,2012,R,Drama|Sports and Fitness,Ben Younger,2016,2017,"5,051,927",116 minutes,Open Road Films
96,14,8,63.64,2012,R,Comedy|Drama,Richard Linklater,,,,118 minutes,
99,45,63,41.67,2012,PG-13,Comedy|Romance,,2002,2003,"93,300,000",102 minutes,Warner Bros.
101,0,1,0.0,2012,R,Comedy|Drama|Television,Tommy Lee Wallace,1992,1993,,90 minutes,
102,1,0,100.0,2012,PG-13,Drama|Mystery and Suspense,Gary Wheeler,,,,101 minutes,Fox
108,71,43,62.28,2012,R,Comedy|Drama|Kids and Family,Derrick Borte,2010,2010,"1,000,000",93 minutes,Roadside Attractions
110,61,5,92.42,2012,PG,Classics|Comedy|Drama|Kids and Family|Science Fiction and Fantasy,Frank Capra,1946,1995,,135 minutes,
111,0,1,0.0,2012,R,Drama|Mystery and Suspense,,2001,2002,,101 minutes,
115,27,0,100.0,2012,G,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,John Lasseter,1999,2000,,92 minutes,Buena Vista Pictures
116,15,1,93.75,2012,R,Art House and International|Comedy|Drama,Jane Campion,1989,2006,,97 minutes,
118,99,11,90.0,2012,PG,Comedy|Science Fiction and Fantasy,Dean Parisot,1999,2000,,102 minutes,DreamWorks SKG
119,24,36,40.0,2012,R,Action and Adventure|Drama|Mystery and Suspense,Brian DePalma,1998,1999,,107 minutes,
120,1,1,50.0,2012,PG,Comedy|Romance,Jerry Lewis,,,,109 minutes,
121,18,16,52.94,2012,PG-13,Comedy|Romance,Thomas Schlamme,1993,1999,,93 minutes,
124,53,85,38.41,2012,PG-13,Action and Adventure|Science Fiction and Fantasy,Rob Bowman,2002,2002,"42,929,971",101 minutes,Buena Vista Distribution Compa
126,1,2,33.33,2012,NR,Action and Adventure|Art House and International|Comedy,Sammo Hung Kam-Bo,1984,2001,,98 minutes,
127,39,19,67.24,2012,R,Drama|Horror|Mystery and Suspense,Adrian Lyne,1990,2010,,113 minutes,
128,2,1,66.67,2012,NR,Art House and International,Ye Ying|Zhang Li,,,,120 minutes,
130,26,4,86.67,2012,NR,Art House and International|Comedy|Drama,Hong Sang-soo,2008,2008,,128 minutes,New Yorker Films
133,43,24,64.18,2012,R,Action and Adventure|Animation|Drama|Science Fiction and Fantasy|Special Interest,,2003,2003,,114 minutes,Destination Films
134,4,1,80.0,2012,R,Drama|Horror|Mystery and Suspense,Guerdon Trueblood,1973,2005,,98 minutes,
135,4,1,80.0,2012,R,Action and Adventure|Animation|Art House and International|Drama|Science Fiction and Fantasy,Mamoru Oshii,2001,2003,,106 minutes,Miramax
136,12,43,21.82,2012,R,Horror|Mystery and Suspense,Christian Alvart,2010,2011,"13,248,477",109 minutes,Paramount Studios
137,3,0,100.0,2012,NR,Art House and International|Drama,Mohsen Makhmalbaf,,,,70 minutes,
138,11,23,32.35,2012,PG-13,Drama|Romance,Jon Avnet,1996,1999,,124 minutes,
140,42,3,93.33,2012,PG,Drama,Terrence Malick,1978,1999,,93 minutes,
142,0,1,0.0,2012,NR,Comedy|Musical and Performing Arts,,,,,100 minutes,
144,18,1,94.74,2012,NR,Classics|Comedy|Romance,Leo McCarey,1937,2003,,90 minutes,
145,2,16,11.11,2012,R,Comedy,Tom Schulman,1997,2002,,95 minutes,
147,2,6,25.0,2012,PG,Comedy,Herbert Ross,1984,2004,,96 minutes,
149,4,0,100.0,2012,NR,Action and Adventure|Art House and International|Comedy,Hark Tsui,1986,1998,,104 minutes,
150,12,1,92.31,2012,NR,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy|Romance,Albert Lewin,1951,2000,,123 minutes,
152,31,9,77.5,2012,R,Comedy|Romance,,1995,1999,,105 minutes,
153,51,47,52.04,2012,PG,Comedy|Kids and Family,Thor Freudenthal,2010,2010,"64,001,297",93 minutes,20th Century Fox
157,13,0,100.0,2012,NR,Classics|Western|Romance,Anthony Mann,1958,1991,,100 minutes,
158,150,45,76.92,2012,PG-13,Drama|Sports and Fitness,Clint Eastwood,2009,2010,"37,431,431",134 minutes,Warner Bros. Pictures
159,24,80,23.08,2012,PG-13,Comedy,Sam Weisman,2003,2004,"22,715,908",98 minutes,Paramount Pictures
160,47,52,47.47,2012,PG-13,Action and Adventure|Drama,Martin Campbell,2000,2001,"67,771,442",124 minutes,Columbia Pictures
162,2,21,8.7,2012,PG,Comedy|Kids and Family|Science Fiction and Fantasy,Greg Beeman,1992,2005,,87 minutes,
163,1,0,100.0,2018,NR,Drama|Television,John Frankenheimer,1996,2004,,167 minutes,
164,0,1,0.0,2016,NR,Drama,Camille Poisson,,,,93 minutes,
165,7,59,10.61,2011,R,Horror|Mystery and Suspense,Jamie Blanks,2001,2001,"19,755,422",96 minutes,Warner Bros. Pictures
171,6,0,100.0,2005,NR,Classics|Comedy,Hal Walker,1945,2002,,90 minutes,
180,3,31,8.82,2000,R,Drama|Mystery and Suspense,Uli Edel,1992,2002,,99 minutes,
181,14,9,60.87,2000,R,Drama|Romance,Doug McHenry,1994,2000,,119 minutes,
182,39,50,43.82,2000,PG,Action and Adventure|Comedy|Kids and Family,Thor Freudenthal,2009,2009,"73,023,275",100 minutes,Dreamworks Pictures
183,2,1,66.67,2000,NR,Classics|Drama|Musical and Performing Arts,Archie Mayo,1942,2005,,98 minutes,
186,0,11,0.0,2018,PG,Action and Adventure|Comedy|Drama|Musical and Performing Arts|Romance,David Kellogg,1991,1991,,91 minutes,
187,0,1,0.0,2014,G,Action and Adventure|Kids and Family|Science Fiction and Fantasy,Michael Rubbo,1988,2006,,101 minutes,
188,124,13,90.51,2014,R,Comedy|Drama,Colin Trevorrow,2012,2012,"4,007,792",86 minutes,Film District
191,11,2,84.62,2014,NR,Drama,Rakeysh Omprakash Mehra|Rakeysh Omprakesh Mehra,2013,2015,"1,626,289",188 minutes,Reliance Entertainment
192,9,0,100.0,2014,R,Art House and International|Comedy|Drama|Romance,Eric Rohmer,1983,2003,,95 minutes,
194,2,1,66.67,2014,NR,Classics|Comedy|Drama|Kids and Family,Vincente Minnelli|John Gay,1963,2004,,117 minutes,
195,27,40,40.3,2014,PG-13,Action and Adventure|Drama|Mystery and Suspense,Jon Amiel,1999,1999,,113 minutes,Twentieth Century Fox Home Entertainment
196,1,43,2.27,2014,PG-13,Comedy,Jeff Byrd,2005,2005,"3,998,889",98 minutes,WARNER BROTHERS PICTURES
197,10,5,66.67,2014,R,Action and Adventure|Art House and International|Drama,John Irvin,1980,2001,,104 minutes,
199,13,17,43.33,2014,NR,Drama,,2017,2017,,93 minutes,
200,15,5,75.0,2013,G,Classics|Comedy|Drama|Musical and Performing Arts,Leo McCarey,1944,2007,,126 minutes,
201,31,5,86.11,2012,R,Drama|Mystery and Suspense,Boaz Yakin,1994,2002,,110 minutes,
204,12,2,85.71,2008,PG-13,Action and Adventure|Art House and International|Comedy,Jackie Chan,1985,2006,,90 minutes,
205,29,1,96.67,2008,NR,Art House and International|Classics|Horror|Science Fiction and Fantasy,,1922,1997,,63 minutes,
210,126,78,61.76,2007,PG-13,Drama|Romance,Derek Cianfrance,2016,2017,"12,533,911",132 minutes,
211,68,37,64.76,2006,R,Drama|Musical and Performing Arts,Lars von Trier,2000,2001,"2,839,256",137 minutes,Fine Line Features
212,24,8,75.0,2006,PG-13,Comedy,Brian Hecker,2009,2009,,79 minutes,
213,0,1,0.0,2006,NR,Classics|Drama|Musical and Performing Arts,Edoardo Anton|Henry Cass,1950,2005,,98 minutes,
214,6,0,100.0,2006,NR,Drama|Mystery and Suspense,,,,,65 minutes,
216,17,2,89.47,2003,NR,Classics|Comedy,Lowell Sherman,1933,2008,,65 minutes,
218,122,55,68.93,2003,PG-13,Drama|Horror|Mystery and Suspense|Romance,Gore Verbinski,2002,2003,"128,579,698",115 minutes,DreamWorks SKG
219,4,0,100.0,2003,PG,Action and Adventure|Art House and International|Classics|Drama,John Guillermin,1966,2003,,156 minutes,
221,2,6,25.0,2002,PG,Classics|Drama,Richard Brooks,1957,2011,,147 minutes,
222,1,2,33.33,2002,G,Action and Adventure|Classics|Comedy|Musical and Performing Arts|Romance,Charles Walters,1962,2005,,124 minutes,
224,16,3,84.21,2002,G,Classics|Drama,Norman Jewison,1965,2005,,113 minutes,
226,13,19,40.62,2000,R,Action and Adventure|Horror,Ronny Yu,1998,1999,,89 minutes,
227,72,18,80.0,2000,PG,Comedy|Drama|Musical and Performing Arts,Todd Graff,2009,2010,"5,205,343",111 minutes,Summit Entertainment
232,24,26,48.0,2000,PG,Action and Adventure|Drama|Science Fiction and Fantasy,David Carson,1994,1998,,117 minutes,
233,25,5,83.33,2000,PG-13,Comedy|Horror,Ron Underwood,1990,1998,,96 minutes,
235,123,41,75.0,2005,R,Action and Adventure|Classics|Drama,Ridley Scott,2000,2000,,171 minutes,Dreamworks Distribution LLC
236,0,1,0.0,2005,NR,Classics|Western,,1934,2006,,59 minutes,
240,5,0,100.0,2003,NR,Classics|Comedy|Musical and Performing Arts|Romance,George Cukor|Ernst Lubitsch,1932,2008,,80 minutes,
242,18,29,38.3,2002,R,Drama|Mystery and Suspense,Craig Bolotin,1999,2000,,100 minutes,20th Century Fox
248,9,12,42.86,2000,R,Drama|Mystery and Suspense,Mike Barker,1999,2000,,94 minutes,
249,17,49,25.76,2000,R,Action and Adventure|Drama,Stan Lathan|Vondie Curtis-Hall,2006,2006,"21,318,194",97 minutes,Focus Features
251,243,15,94.19,2000,R,Drama|Romance,Todd Haynes,2015,2016,"8,518,148",118 minutes,The Weinstein Company
252,2,7,22.22,2000,R,Horror|Mystery and Suspense,Robert Resnikoff,1990,2001,,90 minutes,
254,24,8,75.0,2000,PG,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy,Richard Fleischer,1973,2003,,97 minutes,
255,13,11,54.17,2000,R,Horror,Renny Harlin,1988,2001,,93 minutes,
256,3,8,27.27,2000,R,Horror|Mystery and Suspense,Jack Bender,1991,2003,,90 minutes,
258,4,0,100.0,2000,NR,Art House and International|Drama,,,,,,
261,2,1,66.67,2000,NR,Classics|Comedy|Drama|Musical and Performing Arts,David Butler,1950,2009,,98 minutes,
263,11,50,18.03,2000,R,Horror,Rob Zombie,2003,2003,"12,583,510",88 minutes,Lions Gate Films Inc.
264,8,25,24.24,2000,R,Drama|Mystery and Suspense,Joseph Ruben,1991,2003,,99 minutes,
267,6,96,5.88,2000,R,Comedy,Mark Helfrich,2007,2008,"35,000,629",101 minutes,Lionsgate Films
270,1,8,11.11,2000,R,Comedy|Horror|Musical and Performing Arts,Tommy Chong,1983,2000,,91 minutes,
271,31,2,93.94,2000,R,Drama,Debra Granik,2005,2006,,110 minutes,Laemmle/Zeller Films
273,8,9,47.06,2000,PG,Action and Adventure|Drama|Kids and Family,,1994,2002,,94 minutes,
274,31,44,41.33,2000,R,Action and Adventure|Drama|Western,,2016,2016,"976,847",97 minutes,
276,26,5,83.87,2000,R,Comedy,Carl Reiner,1979,2005,,99 minutes,
277,3,6,33.33,2000,NR,Classics|Drama,Robert Mulligan,1966,2009,,128 minutes,
279,40,4,90.91,2000,R,Drama|Science Fiction and Fantasy|Romance,Peter Jackson,1994,2002,,98 minutes,
280,1,1,50.0,2000,NR,Art House and International,Lo Po-Shan,,,,89 minutes,
281,57,117,32.76,2000,R,Comedy|Western,Seth MacFarlane,2014,2014,"37,331,031",116 minutes,Universal Pictures
282,0,1,0.0,2000,NR,Horror,Bob Badway,2009,2010,,98 minutes,IFC Films
283,9,7,56.25,2000,NR,Mystery and Suspense,Mickey Keating,2016,2016,,81 minutes,
284,2,12,14.29,2000,PG,Action and Adventure|Comedy|Mystery and Suspense,Clive Donner,1980,2008,,94 minutes,
285,19,39,32.76,2000,R,Comedy,Tim Heidecker|Eric Wareheim,2012,2012,"145,778",94 minutes,Magnolia Pictures
286,2,0,100.0,2000,PG-13,Action and Adventure|Documentary|Science Fiction and Fantasy|Special Interest|Western,Sam Irwin,1994,1994,,93 minutes,
287,2,1,66.67,2000,NR,Classics|Drama,,1960,1998,,85 minutes,
288,11,1,91.67,2000,NR,Art House and International|Mystery and Suspense,Nattawut Poonpiriya,,,,130 minutes,
290,83,81,50.61,2000,R,Action and Adventure|Drama,Michael Mann,2006,2006,"63,400,000",132 minutes,Universal Pictures
292,10,1,90.91,2000,R,Action and Adventure|Art House and International|Drama|Faith and Spirituality,Bruce Beresford,1991,1998,,101 minutes,
293,1,3,25.0,2000,NR,Classics|Horror,Jack Curtis,1964,2005,,87 minutes,
295,6,3,66.67,2000,PG-13,Drama,Jonathan Kaplan,1989,2003,,100 minutes,
296,16,5,76.19,2000,PG,Action and Adventure|Classics|Comedy|Drama,,1970,2000,,143 minutes,
299,1,56,1.75,2000,PG-13,Action and Adventure|Drama,,2006,2007,"7,009,668",95 minutes,Sony Pictures Entertainment
300,65,108,37.57,2006,PG-13,Drama,Ryan Murphy,2010,2010,"80,574,010",133 minutes,Sony Pictures
301,69,85,44.81,2003,PG-13,Drama|Mystery and Suspense,David Koepp,2004,2004,"47,781,388",95 minutes,Columbia Pictures
302,12,25,32.43,2003,R,Action and Adventure|Drama|Mystery and Suspense,Philip Kaufman,1993,2000,,129 minutes,
304,85,44,65.89,2002,R,Comedy|Drama,Jennifer Westfeldt,2012,2012,"5,600,000",107 minutes,Roadside Attractions
305,79,10,88.76,2001,R,Drama|Science Fiction and Fantasy,Ridley Scott,1982,1997,,114 minutes,
306,3,2,60.0,2001,NR,Classics|Horror|Mystery and Suspense|Science Fiction and Fantasy,Joseph Losey|Leslie Norman,1956,2004,,90 minutes,
309,12,3,80.0,2000,NR,Classics|Documentary|Drama|Romance,Stanley Kramer,1965,2003,,52 minutes,
311,4,3,57.14,2000,PG-13,Art House and International|Drama,Paolo Taviani|Vittorio Taviani,1993,2008,,120 minutes,
312,2,1,66.67,2000,R,Art House and International|Drama,Bertrand Tavernier,,,,132 minutes,
314,7,11,38.89,2000,PG,Comedy|Kids and Family,William Dear,1987,2007,,111 minutes,
321,30,132,18.52,2006,R,Comedy,Seth Gordon,2013,2013,"134,455,175",111 minutes,Universal Pictures
322,170,67,71.73,2006,R,Horror,Guillermo del Toro,2015,2016,"25,957,696",119 minutes,Universal Pictures
323,12,1,92.31,2004,G,Action and Adventure|Western,Martin Ritt,1967,2002,,111 minutes,
328,5,3,62.5,2003,NR,Action and Adventure|Classics|Drama|Mystery and Suspense,Douglas Heyes,1964,2000,,83 minutes,
331,50,12,80.65,2002,PG-13,Documentary|Musical and Performing Arts,Jeffrey Levy-Hinte,2009,2010,"200,000",93 minutes,Sony Pictures Classics
333,11,6,64.71,2002,R,Drama,Ingmar Bergman,1968,2004,,103 minutes,
334,52,5,91.23,2002,R,Comedy|Drama,Tim Burton,1994,2002,,124 minutes,
335,1,0,100.0,2002,NR,Drama|Mystery and Suspense,John Sturges,,,,101 minutes,
337,19,29,39.58,2002,R,Art House and International|Drama|Special Interest,Yimou Zhang,2011,2012,"308,164",142 minutes,Wrekin Hill Entertainment
338,98,109,47.34,2002,PG-13,Drama|Mystery and Suspense,Clint Eastwood,2010,2011,"32,741,596",126 minutes,Warner Bros. Pictures
345,4,20,16.67,2002,PG-13,Comedy|Drama,Tyler Perry,2014,2014,"15,986,272",111 minutes,Lionsgate Films
346,14,54,20.59,2002,PG-13,Drama|Romance,Joan Chen,2000,2001,,103 minutes,MGM
348,1,0,100.0,2002,NR,Classics|Comedy,Frank Tashlin,1956,2007,,95 minutes,
352,3,13,18.75,2002,PG,Drama|Romance,Michael Goldenberg,1995,1999,,87 minutes,
353,8,2,80.0,2002,NR,Art House and International|Comedy|Drama,Darko Lungulov,2010,2010,,90 minutes,Independant Pictures
354,1,4,20.0,2002,NR,Classics|Comedy|Musical and Performing Arts,David Butler,1943,2003,,95 minutes,
355,3,22,12.0,2002,R,Comedy,Michael Tiddes,2014,2014,"13,710,572",87 minutes,Open Road Films
356,38,73,34.23,2002,R,Drama,Laurence Dunmore,2006,2006,"4,756,532",114 minutes,Weinstein Company
357,18,55,24.66,2002,PG,Action and Adventure|Animation|Comedy|Kids and Family,Jorge Blanco,2009,2010,"42,194,060",91 minutes,Sony Pictures/TriStar Pictures
359,22,12,64.71,2002,PG,Action and Adventure|Drama,Sylvester Stallone,1982,2003,,99 minutes,MGM
363,14,4,77.78,2002,NR,Horror,Terence Fisher,1966,1998,,90 minutes,
364,32,11,74.42,2002,PG-13,Comedy|Horror,Barry Sonnenfeld,1993,2000,,94 minutes,
365,0,1,0.0,2002,R,Classics|Drama,Fred Haines,,,,105 minutes,
366,3,4,42.86,2002,PG,Drama,Timothy Hutton,1998,2001,,98 minutes,
368,38,0,100.0,2002,G,Art House and International|Drama,Yasujiro Ozu,1953,2003,,134 minutes,
369,2,3,40.0,2002,R,Action and Adventure|Mystery and Suspense,Abel Ferrara,1989,2003,,97 minutes,
370,53,49,51.96,2002,PG-13,Drama|Romance,Don Roos,2000,2001,,106 minutes,
372,11,5,68.75,2002,NR,Comedy,Sam Hoffman,,,,93 minutes,
375,1,0,100.0,2002,R,Comedy|Kids and Family|Television,Blair Treu,2007,2007,,86 minutes,
376,8,74,9.76,2002,PG-13,Comedy|Drama,Diane Keaton,2000,2000,,95 minutes,Sony Pictures Home Entertainment
377,78,76,50.65,2002,R,Comedy|Drama|Musical and Performing Arts,Ang Lee,2009,2009,"7,366,736",121 minutes,Focus Features
380,10,0,100.0,2002,NR,Art House and International|Drama,Dan Verete,2002,2005,,83 minutes,
384,20,2,90.91,2002,NR,Classics|Comedy|Romance,George Stevens,1942,1997,,114 minutes,
386,1,5,16.67,2002,PG,Action and Adventure|Classics|Horror,Bob Kelljan,1973,2004,,95 minutes,
387,10,2,83.33,2002,NR,Action and Adventure|Classics|Western|Romance,Tom Gries,1968,2002,,109 minutes,
388,10,0,100.0,2002,G,Classics|Drama,Jules Dassin,1947,2007,,94 minutes,Criterion Collection
391,7,3,70.0,2002,PG,Comedy|Drama,Matt Clark,,,,102 minutes,
392,9,2,81.82,2002,R,Drama,Gregory Nava,1995,2004,,125 minutes,
393,24,1,96.0,2002,PG,Classics|Drama,Richard Brooks,1960,2014,,146 minutes,
394,167,13,92.78,2002,PG-13,Drama,Greg Berlanti,2018,2018,,109 minutes,20th Century Fox
396,29,4,87.88,2002,R,Art House and International|Comedy|Drama,Jonathan Demme,1986,2001,,113 minutes,
398,72,22,76.6,2002,R,Comedy|Drama|Mystery and Suspense,,2002,2003,,103 minutes,USA Films
400,7,20,25.93,2002,PG-13,Action and Adventure,Roger Donaldson,1997,1998,,109 minutes,
401,81,3,96.43,2002,R,Drama,Steven Spielberg,1993,2004,,196 minutes,Universal Pictures
402,1,0,100.0,2002,NR,Comedy|Drama,Tom Barman,,,,127 minutes,Corridor
404,1,5,16.67,2002,PG,Horror,Arthur Hiller,,,,103 minutes,
406,1,0,100.0,2002,PG,Action and Adventure|Art House and International|Drama|Kids and Family|Science Fiction and Fantasy,Vladimir Grammatikov,1987,2001,,95 minutes,
408,0,1,0.0,2002,PG,Action and Adventure|Drama|Mystery and Suspense,Tony Maylam,,,,99 minutes,
409,3,19,13.64,2002,R,Comedy,Barry Battles,2013,2013,,98 minutes,Phase 4 Films
410,69,36,65.71,2002,R,Drama|Musical and Performing Arts,Darnell Martin,2008,2009,"8,134,217",108 minutes,Sony Pictures
411,0,1,0.0,2002,NR,Classics|Drama|Mystery and Suspense,Jack Bernhard,1948,2003,,78 minutes,
412,1,5,16.67,2002,R,Comedy|Science Fiction and Fantasy,William Sachs,1980,2000,,95 minutes,
415,5,1,83.33,2002,PG,Art House and International|Drama,Bernardo Bertolucci,1982,1991,,98 minutes,
417,30,6,83.33,2002,R,Art House and International|Drama,,1998,2001,,120 minutes,Goldwyn Films
418,47,87,35.07,2002,PG-13,Action and Adventure|Drama|Mystery and Suspense,Pete Travis,2008,2008,"72,266,306",90 minutes,Sony Pictures Releasing
419,15,89,14.42,2002,PG-13,Mystery and Suspense|Science Fiction and Fantasy,Jennifer Yuh Nelson,2018,2018,,105 minutes,20th Century Fox
420,0,1,0.0,2002,NR,Classics|Drama|Musical and Performing Arts|Mystery and Suspense,Jack Webb,1955,2008,,95 minutes,
423,38,0,100.0,2002,NR,Documentary|Musical and Performing Arts,Dave Grohl,2013,2014,"419,361",108 minutes,Variance Films
425,13,17,43.33,2002,PG-13,Comedy,Mel Smith,1997,1998,,92 minutes,
427,68,39,63.55,2008,PG,Art House and International|Drama,Bruce Beresford,2002,2003,"1,341,151",96 minutes,MGM/UA
428,7,25,21.88,2007,PG-13,Action and Adventure|Drama,,1990,2003,,105 minutes,Twentieth Century Fox Home Entertainment
430,1,4,20.0,2007,PG,Drama|Science Fiction and Fantasy,,,,,88 minutes,
432,10,26,27.78,2007,PG-13,Comedy,,2001,2001,"2,839,456",70 minutes,Paramount Pictures
433,136,27,83.44,2007,PG-13,Action and Adventure|Mystery and Suspense,Doug Liman,2002,2003,"121,500,000",117 minutes,Universal Pictures
437,1,0,100.0,2007,PG,Action and Adventure|Art House and International,Lucio Fulci,,,,105 minutes,MVD Entertainment Group
439,15,1,93.75,2007,NR,Art House and International|Comedy|Drama,Werner Herzog,1977,2002,,108 minutes,
440,0,2,0.0,2007,R,Classics|Drama,Bryan Forbes,1968,2006,,120 minutes,
442,13,6,68.42,2007,R,Action and Adventure|Horror|Science Fiction and Fantasy,Tobe Hooper,1985,1998,,100 minutes,
443,51,136,27.27,2007,PG-13,Action and Adventure|Science Fiction and Fantasy,Tim Story,2005,2005,"154,485,963",123 minutes,20th Century Fox
445,8,6,57.14,2007,R,Comedy|Drama|Mystery and Suspense,Alan Rudolph,1991,2000,,102 minutes,
